,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT
759,Fluchtunfälle,insgesamt,2010,08,794.0
758,Fluchtunfälle,insgesamt,2010,07,932.0
757,Fluchtunfälle,insgesamt,2010,06,814.0
756,Fluchtunfälle,insgesamt,2010,05,743.0
162,Alkoholunfälle,insgesamt,2010,07,48.0
755,Fluchtunfälle,insgesamt,2010,04,938.0
753,Fluchtunfälle,insgesamt,2010,02,683.0
752,Fluchtunfälle,insgesamt,2010,01,613.0
167,Alkoholunfälle,insgesamt,2010,12,26.0
763,Fluchtunfälle,insgesamt,2010,12,861.0
166,Alkoholunfälle,insgesamt,2010,11,28.0
164,Alkoholunfälle,insgesamt,2010,09,54.0
754,Fluchtunfälle,insgesamt,2010,03,829.0
465,Alkoholunfälle,Verletzte und Getötete,2010,12,12.0
165,Alkoholunfälle,insgesamt,2010,10,27.0
1054,Fluchtunfälle,Verletzte und Getötete,2010,05,31.0
1052,Fluchtunfälle,Verletzte und Getötete,2010,03,29.0
1051,Fluchtunfälle,Verletzte und Getötete,2010,02,21.0
1050,Fluchtunfälle,Verletzte und Getötete,2010,01,17.0
152,Alkoholunfälle,insgesamt,2011,10,26.0
151,Alkoholunfälle,insgesamt,2011,09,36.0
150,Alkoholunfälle,insgesamt,2011,08,34.0
149,Alkoholunfälle,insgesamt,2011,07,39.0
148,Alkoholunfälle,insgesamt,2011,06,27.0
147,Alkoholunfälle,insgesamt,2011,05,43.0
146,Alkoholunfälle,insgesamt,2011,04,43.0
145,Alkoholunfälle,insgesamt,2011,03,22.0
1346,Verkehrsunfälle,insgesamt,2011,12,3506.0
144,Alkoholunfälle,insgesamt,2011,02,25.0
143,Alkoholunfälle,insgesamt,2011,01,25.0
745,Fluchtunfälle,insgesamt,2011,07,951.0
746,Fluchtunfälle,insgesamt,2011,08,790.0
747,Fluchtunfälle,insgesamt,2011,09,906.0
748,Fluchtunfälle,insgesamt,2011,10,916.0
749,Fluchtunfälle,insgesamt,2011,11,842.0
1041,Fluchtunfälle,Verletzte und Getötete,2011,05,68.0
1042,Fluchtunfälle,Verletzte und Getötete,2011,06,49.0
1043,Fluchtunfälle,Verletzte und Getötete,2011,07,56.0
1044,Fluchtunfälle,Verletzte und Getötete,2011,08,35.0
153,Alkoholunfälle,insgesamt,2011,11,40.0
1045,Fluchtunfälle,Verletzte und Getötete,2011,09,52.0
154,Alkoholunfälle,insgesamt,2011,12,37.0
743,Fluchtunfälle,insgesamt,2011,05,1034.0
1040,Fluchtunfälle,Verletzte und Getötete,2011,04,55.0
1931,Verkehrsunfälle,Verletzte und Getötete,2011,01,328.0
1932,Verkehrsunfälle,Verletzte und Getötete,2011,02,343.0
1933,Verkehrsunfälle,Verletzte und Getötete,2011,03,425.0
1934,Verkehrsunfälle,Verletzte und Getötete,2011,04,604.0
1935,Verkehrsunfälle,Verletzte und Getötete,2011,05,765.0
1936,Verkehrsunfälle,Verletzte und Getötete,2011,06,472.0
1937,Verkehrsunfälle,Verletzte und Getötete,2011,07,637.0
1938,Verkehrsunfälle,Verletzte und Getötete,2011,08,487.0
1939,Verkehrsunfälle,Verletzte und Getötete,2011,09,519.0
1940,Verkehrsunfälle,Verletzte und Getötete,2011,10,481.0
1941,Verkehrsunfälle,Verletzte und Getötete,2011,11,438.0
1039,Fluchtunfälle,Verletzte und Getötete,2011,03,32.0
1942,Verkehrsunfälle,Verletzte und Getötete,2011,12,370.0
1038,Fluchtunfälle,Verletzte und Getötete,2011,02,26.0
1345,Verkehrsunfälle,insgesamt,2011,11,3567.0
1037,Fluchtunfälle,Verletzte und Getötete,2011,01,26.0
739,Fluchtunfälle,insgesamt,2011,01,726.0
740,Fluchtunfälle,insgesamt,2011,02,760.0
741,Fluchtunfälle,insgesamt,2011,03,883.0
742,Fluchtunfälle,insgesamt,2011,04,835.0
744,Fluchtunfälle,insgesamt,2011,06,783.0
1046,Fluchtunfälle,Verletzte und Getötete,2011,10,36.0
750,Fluchtunfälle,insgesamt,2011,12,832.0
441,Alkoholunfälle,Verletzte und Getötete,2011,01,16.0
1640,Verkehrsunfälle,mit Personenschäden,2011,08,402.0
1638,Verkehrsunfälle,mit Personenschäden,2011,06,399.0
1637,Verkehrsunfälle,mit Personenschäden,2011,05,636.0
1636,Verkehrsunfälle,mit Personenschäden,2011,04,505.0
1635,Verkehrsunfälle,mit Personenschäden,2011,03,373.0
1634,Verkehrsunfälle,mit Personenschäden,2011,02,264.0
1633,Verkehrsunfälle,mit Personenschäden,2011,01,255.0
1641,Verkehrsunfälle,mit Personenschäden,2011,09,441.0
1047,Fluchtunfälle,Verletzte und Getötete,2011,11,33.0
1335,Verkehrsunfälle,insgesamt,2011,01,2775.0
1336,Verkehrsunfälle,insgesamt,2011,02,2903.0
1337,Verkehrsunfälle,insgesamt,2011,03,3523.0
1338,Verkehrsunfälle,insgesamt,2011,04,3529.0
1339,Verkehrsunfälle,insgesamt,2011,05,4143.0
1340,Verkehrsunfälle,insgesamt,2011,06,3212.0
1341,Verkehrsunfälle,insgesamt,2011,07,4074.0
1342,Verkehrsunfälle,insgesamt,2011,08,3322.0
1642,Verkehrsunfälle,mit Personenschäden,2011,10,393.0
1639,Verkehrsunfälle,mit Personenschäden,2011,07,532.0
1644,Verkehrsunfälle,mit Personenschäden,2011,12,315.0
448,Alkoholunfälle,Verletzte und Getötete,2011,08,17.0
1643,Verkehrsunfälle,mit Personenschäden,2011,11,359.0
447,Alkoholunfälle,Verletzte und Getötete,2011,07,27.0
450,Alkoholunfälle,Verletzte und Getötete,2011,10,10.0
451,Alkoholunfälle,Verletzte und Getötete,2011,11,16.0
452,Alkoholunfälle,Verletzte und Getötete,2011,12,6.0
446,Alkoholunfälle,Verletzte und Getötete,2011,06,21.0
1048,Fluchtunfälle,Verletzte und Getötete,2011,12,30.0
445,Alkoholunfälle,Verletzte und Getötete,2011,05,20.0
444,Alkoholunfälle,Verletzte und Getötete,2011,04,27.0
1344,Verkehrsunfälle,insgesamt,2011,10,3830.0
443,Alkoholunfälle,Verletzte und Getötete,2011,03,9.0
1343,Verkehrsunfälle,insgesamt,2011,09,3730.0
442,Alkoholunfälle,Verletzte und Getötete,2011,02,7.0
449,Alkoholunfälle,Verletzte und Getötete,2011,09,22.0
430,Alkoholunfälle,Verletzte und Getötete,2012,03,5.0
732,Fluchtunfälle,insgesamt,2012,07,1045.0
728,Fluchtunfälle,insgesamt,2012,03,946.0
730,Fluchtunfälle,insgesamt,2012,05,1035.0
729,Fluchtunfälle,insgesamt,2012,04,919.0
727,Fluchtunfälle,insgesamt,2012,02,714.0
726,Fluchtunfälle,insgesamt,2012,01,713.0
429,Alkoholunfälle,Verletzte und Getötete,2012,02,5.0
428,Alkoholunfälle,Verletzte und Getötete,2012,01,11.0
733,Fluchtunfälle,insgesamt,2012,08,887.0
731,Fluchtunfälle,insgesamt,2012,06,1041.0
734,Fluchtunfälle,insgesamt,2012,09,921.0
1327,Verkehrsunfälle,insgesamt,2012,06,4018.0
736,Fluchtunfälle,insgesamt,2012,11,984.0
431,Alkoholunfälle,Verletzte und Getötete,2012,04,22.0
1322,Verkehrsunfälle,insgesamt,2012,01,3176.0
1323,Verkehrsunfälle,insgesamt,2012,02,3102.0
1324,Verkehrsunfälle,insgesamt,2012,03,3739.0
1325,Verkehrsunfälle,insgesamt,2012,04,3667.0
735,Fluchtunfälle,insgesamt,2012,10,1090.0
1326,Verkehrsunfälle,insgesamt,2012,05,4114.0
1328,Verkehrsunfälle,insgesamt,2012,07,4281.0
1329,Verkehrsunfälle,insgesamt,2012,08,3452.0
1330,Verkehrsunfälle,insgesamt,2012,09,3962.0
1331,Verkehrsunfälle,insgesamt,2012,10,4146.0
1332,Verkehrsunfälle,insgesamt,2012,11,3839.0
1333,Verkehrsunfälle,insgesamt,2012,12,3395.0
737,Fluchtunfälle,insgesamt,2012,12,810.0
432,Alkoholunfälle,Verletzte und Getötete,2012,05,33.0
1925,Verkehrsunfälle,Verletzte und Getötete,2012,08,635.0
434,Alkoholunfälle,Verletzte und Getötete,2012,07,30.0
133,Alkoholunfälle,insgesamt,2012,04,34.0
134,Alkoholunfälle,insgesamt,2012,05,54.0
135,Alkoholunfälle,insgesamt,2012,06,43.0
136,Alkoholunfälle,insgesamt,2012,07,56.0
137,Alkoholunfälle,insgesamt,2012,08,55.0
138,Alkoholunfälle,insgesamt,2012,09,49.0
139,Alkoholunfälle,insgesamt,2012,10,32.0
140,Alkoholunfälle,insgesamt,2012,11,30.0
141,Alkoholunfälle,insgesamt,2012,12,27.0
1028,Fluchtunfälle,Verletzte und Getötete,2012,05,64.0
1029,Fluchtunfälle,Verletzte und Getötete,2012,06,61.0
1030,Fluchtunfälle,Verletzte und Getötete,2012,07,64.0
1031,Fluchtunfälle,Verletzte und Getötete,2012,08,64.0
433,Alkoholunfälle,Verletzte und Getötete,2012,06,35.0
1033,Fluchtunfälle,Verletzte und Getötete,2012,10,61.0
1034,Fluchtunfälle,Verletzte und Getötete,2012,11,49.0
1035,Fluchtunfälle,Verletzte und Getötete,2012,12,23.0
132,Alkoholunfälle,insgesamt,2012,03,21.0
131,Alkoholunfälle,insgesamt,2012,02,18.0
130,Alkoholunfälle,insgesamt,2012,01,21.0
1620,Verkehrsunfälle,mit Personenschäden,2012,01,273.0
1621,Verkehrsunfälle,mit Personenschäden,2012,02,233.0
1622,Verkehrsunfälle,mit Personenschäden,2012,03,424.0
1623,Verkehrsunfälle,mit Personenschäden,2012,04,394.0
1624,Verkehrsunfälle,mit Personenschäden,2012,05,596.0
1625,Verkehrsunfälle,mit Personenschäden,2012,06,577.0
1626,Verkehrsunfälle,mit Personenschäden,2012,07,632.0
1929,Verkehrsunfälle,Verletzte und Getötete,2012,12,317.0
1627,Verkehrsunfälle,mit Personenschäden,2012,08,545.0
1629,Verkehrsunfälle,mit Personenschäden,2012,10,477.0
1630,Verkehrsunfälle,mit Personenschäden,2012,11,394.0
1631,Verkehrsunfälle,mit Personenschäden,2012,12,248.0
1024,Fluchtunfälle,Verletzte und Getötete,2012,01,32.0
1025,Fluchtunfälle,Verletzte und Getötete,2012,02,20.0
1026,Fluchtunfälle,Verletzte und Getötete,2012,03,44.0
1027,Fluchtunfälle,Verletzte und Getötete,2012,04,37.0
1628,Verkehrsunfälle,mit Personenschäden,2012,09,532.0
1928,Verkehrsunfälle,Verletzte und Getötete,2012,11,471.0
1032,Fluchtunfälle,Verletzte und Getötete,2012,09,61.0
1926,Verkehrsunfälle,Verletzte und Getötete,2012,09,632.0
1927,Verkehrsunfälle,Verletzte und Getötete,2012,10,580.0
439,Alkoholunfälle,Verletzte und Getötete,2012,12,11.0
438,Alkoholunfälle,Verletzte und Getötete,2012,11,10.0
436,Alkoholunfälle,Verletzte und Getötete,2012,09,24.0
435,Alkoholunfälle,Verletzte und Getötete,2012,08,31.0
1918,Verkehrsunfälle,Verletzte und Getötete,2012,01,338.0
437,Alkoholunfälle,Verletzte und Getötete,2012,10,6.0
1920,Verkehrsunfälle,Verletzte und Getötete,2012,03,526.0
1921,Verkehrsunfälle,Verletzte und Getötete,2012,04,485.0
1922,Verkehrsunfälle,Verletzte und Getötete,2012,05,719.0
1923,Verkehrsunfälle,Verletzte und Getötete,2012,06,681.0
1924,Verkehrsunfälle,Verletzte und Getötete,2012,07,730.0
1919,Verkehrsunfälle,Verletzte und Getötete,2012,02,290.0
1616,Verkehrsunfälle,mit Personenschäden,2013,10,510.0
1611,Verkehrsunfälle,mit Personenschäden,2013,05,454.0
419,Alkoholunfälle,Verletzte und Getötete,2013,05,21.0
1615,Verkehrsunfälle,mit Personenschäden,2013,09,531.0
1612,Verkehrsunfälle,mit Personenschäden,2013,06,580.0
420,Alkoholunfälle,Verletzte und Getötete,2013,06,20.0
421,Alkoholunfälle,Verletzte und Getötete,2013,07,24.0
425,Alkoholunfälle,Verletzte und Getötete,2013,11,12.0
423,Alkoholunfälle,Verletzte und Getötete,2013,09,17.0
424,Alkoholunfälle,Verletzte und Getötete,2013,10,12.0
426,Alkoholunfälle,Verletzte und Getötete,2013,12,10.0
1610,Verkehrsunfälle,mit Personenschäden,2013,04,440.0
1618,Verkehrsunfälle,mit Personenschäden,2013,12,356.0
1617,Verkehrsunfälle,mit Personenschäden,2013,11,388.0
422,Alkoholunfälle,Verletzte und Getötete,2013,08,22.0
1609,Verkehrsunfälle,mit Personenschäden,2013,03,284.0
417,Alkoholunfälle,Verletzte und Getötete,2013,03,8.0
1607,Verkehrsunfälle,mit Personenschäden,2013,01,254.0
1613,Verkehrsunfälle,mit Personenschäden,2013,07,812.0
724,Fluchtunfälle,insgesamt,2013,12,828.0
723,Fluchtunfälle,insgesamt,2013,11,939.0
722,Fluchtunfälle,insgesamt,2013,10,1074.0
721,Fluchtunfälle,insgesamt,2013,09,1000.0
720,Fluchtunfälle,insgesamt,2013,08,791.0
719,Fluchtunfälle,insgesamt,2013,07,1138.0
718,Fluchtunfälle,insgesamt,2013,06,1055.0
717,Fluchtunfälle,insgesamt,2013,05,848.0
716,Fluchtunfälle,insgesamt,2013,04,1038.0
715,Fluchtunfälle,insgesamt,2013,03,906.0
714,Fluchtunfälle,insgesamt,2013,02,773.0
713,Fluchtunfälle,insgesamt,2013,01,796.0
415,Alkoholunfälle,Verletzte und Getötete,2013,01,2.0
416,Alkoholunfälle,Verletzte und Getötete,2013,02,0.0
418,Alkoholunfälle,Verletzte und Getötete,2013,04,5.0
1608,Verkehrsunfälle,mit Personenschäden,2013,02,263.0
1614,Verkehrsunfälle,mit Personenschäden,2013,08,514.0
1310,Verkehrsunfälle,insgesamt,2013,02,3467.0
1319,Verkehrsunfälle,insgesamt,2013,11,4043.0
124,Alkoholunfälle,insgesamt,2013,08,39.0
125,Alkoholunfälle,insgesamt,2013,09,47.0
126,Alkoholunfälle,insgesamt,2013,10,31.0
127,Alkoholunfälle,insgesamt,2013,11,35.0
128,Alkoholunfälle,insgesamt,2013,12,32.0
1916,Verkehrsunfälle,Verletzte und Getötete,2013,12,423.0
1915,Verkehrsunfälle,Verletzte und Getötete,2013,11,483.0
123,Alkoholunfälle,insgesamt,2013,07,42.0
1914,Verkehrsunfälle,Verletzte und Getötete,2013,10,595.0
1912,Verkehrsunfälle,Verletzte und Getötete,2013,08,645.0
1911,Verkehrsunfälle,Verletzte und Getötete,2013,07,976.0
1320,Verkehrsunfälle,insgesamt,2013,12,3764.0
1909,Verkehrsunfälle,Verletzte und Getötete,2013,05,530.0
1908,Verkehrsunfälle,Verletzte und Getötete,2013,04,523.0
1907,Verkehrsunfälle,Verletzte und Getötete,2013,03,350.0
1906,Verkehrsunfälle,Verletzte und Getötete,2013,02,326.0
1913,Verkehrsunfälle,Verletzte und Getötete,2013,09,617.0
122,Alkoholunfälle,insgesamt,2013,06,37.0
121,Alkoholunfälle,insgesamt,2013,05,33.0
120,Alkoholunfälle,insgesamt,2013,04,28.0
1022,Fluchtunfälle,Verletzte und Getötete,2013,12,27.0
1021,Fluchtunfälle,Verletzte und Getötete,2013,11,53.0
1020,Fluchtunfälle,Verletzte und Getötete,2013,10,53.0
1019,Fluchtunfälle,Verletzte und Getötete,2013,09,53.0
1018,Fluchtunfälle,Verletzte und Getötete,2013,08,36.0
1017,Fluchtunfälle,Verletzte und Getötete,2013,07,68.0
1016,Fluchtunfälle,Verletzte und Getötete,2013,06,54.0
1015,Fluchtunfälle,Verletzte und Getötete,2013,05,43.0
1014,Fluchtunfälle,Verletzte und Getötete,2013,04,50.0
1013,Fluchtunfälle,Verletzte und Getötete,2013,03,33.0
1012,Fluchtunfälle,Verletzte und Getötete,2013,02,22.0
1011,Fluchtunfälle,Verletzte und Getötete,2013,01,29.0
117,Alkoholunfälle,insgesamt,2013,01,17.0
118,Alkoholunfälle,insgesamt,2013,02,15.0
119,Alkoholunfälle,insgesamt,2013,03,21.0
1905,Verkehrsunfälle,Verletzte und Getötete,2013,01,320.0
1910,Verkehrsunfälle,Verletzte und Getötete,2013,06,734.0
1318,Verkehrsunfälle,insgesamt,2013,10,4533.0
1317,Verkehrsunfälle,insgesamt,2013,09,4130.0
1316,Verkehrsunfälle,insgesamt,2013,08,3387.0
1315,Verkehrsunfälle,insgesamt,2013,07,4641.0
1314,Verkehrsunfälle,insgesamt,2013,06,4284.0
1313,Verkehrsunfälle,insgesamt,2013,05,3703.0
1312,Verkehrsunfälle,insgesamt,2013,04,4008.0
1311,Verkehrsunfälle,insgesamt,2013,03,3712.0
1309,Verkehrsunfälle,insgesamt,2013,01,3316.0
114,Alkoholunfälle,insgesamt,2014,11,42.0
1305,Verkehrsunfälle,insgesamt,2014,10,4251.0
1304,Verkehrsunfälle,insgesamt,2014,09,4137.0
1303,Verkehrsunfälle,insgesamt,2014,08,3379.0
1302,Verkehrsunfälle,insgesamt,2014,07,4443.0
115,Alkoholunfälle,insgesamt,2014,12,25.0
1301,Verkehrsunfälle,insgesamt,2014,06,3833.0
1300,Verkehrsunfälle,insgesamt,2014,05,4346.0
1299,Verkehrsunfälle,insgesamt,2014,04,3840.0
1298,Verkehrsunfälle,insgesamt,2014,03,4027.0
1297,Verkehrsunfälle,insgesamt,2014,02,3315.0
1296,Verkehrsunfälle,insgesamt,2014,01,3410.0
1605,Verkehrsunfälle,mit Personenschäden,2014,12,331.0
1604,Verkehrsunfälle,mit Personenschäden,2014,11,401.0
1603,Verkehrsunfälle,mit Personenschäden,2014,10,529.0
1602,Verkehrsunfälle,mit Personenschäden,2014,09,534.0
1601,Verkehrsunfälle,mit Personenschäden,2014,08,432.0
1600,Verkehrsunfälle,mit Personenschäden,2014,07,654.0
113,Alkoholunfälle,insgesamt,2014,10,36.0
112,Alkoholunfälle,insgesamt,2014,09,43.0
107,Alkoholunfälle,insgesamt,2014,04,35.0
110,Alkoholunfälle,insgesamt,2014,07,35.0
1005,Fluchtunfälle,Verletzte und Getötete,2014,08,43.0
1004,Fluchtunfälle,Verletzte und Getötete,2014,07,62.0
1003,Fluchtunfälle,Verletzte und Getötete,2014,06,58.0
1002,Fluchtunfälle,Verletzte und Getötete,2014,05,50.0
1001,Fluchtunfälle,Verletzte und Getötete,2014,04,55.0
1000,Fluchtunfälle,Verletzte und Getötete,2014,03,46.0
999,Fluchtunfälle,Verletzte und Getötete,2014,02,22.0
998,Fluchtunfälle,Verletzte und Getötete,2014,01,29.0
111,Alkoholunfälle,insgesamt,2014,08,32.0
1008,Fluchtunfälle,Verletzte und Getötete,2014,11,42.0
1306,Verkehrsunfälle,insgesamt,2014,11,3904.0
1307,Verkehrsunfälle,insgesamt,2014,12,3919.0
104,Alkoholunfälle,insgesamt,2014,01,21.0
105,Alkoholunfälle,insgesamt,2014,02,17.0
106,Alkoholunfälle,insgesamt,2014,03,37.0
1599,Verkehrsunfälle,mit Personenschäden,2014,06,558.0
108,Alkoholunfälle,insgesamt,2014,05,28.0
109,Alkoholunfälle,insgesamt,2014,06,31.0
1009,Fluchtunfälle,Verletzte und Getötete,2014,12,35.0
1598,Verkehrsunfälle,mit Personenschäden,2014,05,536.0
1597,Verkehrsunfälle,mit Personenschäden,2014,04,455.0
1596,Verkehrsunfälle,mit Personenschäden,2014,03,460.0
407,Alkoholunfälle,Verletzte und Getötete,2014,06,16.0
1006,Fluchtunfälle,Verletzte und Getötete,2014,09,60.0
405,Alkoholunfälle,Verletzte und Getötete,2014,04,15.0
404,Alkoholunfälle,Verletzte und Getötete,2014,03,16.0
403,Alkoholunfälle,Verletzte und Getötete,2014,02,7.0
402,Alkoholunfälle,Verletzte und Getötete,2014,01,4.0
700,Fluchtunfälle,insgesamt,2014,01,778.0
408,Alkoholunfälle,Verletzte und Getötete,2014,07,21.0
701,Fluchtunfälle,insgesamt,2014,02,742.0
703,Fluchtunfälle,insgesamt,2014,04,946.0
704,Fluchtunfälle,insgesamt,2014,05,925.0
705,Fluchtunfälle,insgesamt,2014,06,880.0
706,Fluchtunfälle,insgesamt,2014,07,1029.0
707,Fluchtunfälle,insgesamt,2014,08,802.0
708,Fluchtunfälle,insgesamt,2014,09,936.0
709,Fluchtunfälle,insgesamt,2014,10,1042.0
710,Fluchtunfälle,insgesamt,2014,11,943.0
711,Fluchtunfälle,insgesamt,2014,12,830.0
702,Fluchtunfälle,insgesamt,2014,03,993.0
409,Alkoholunfälle,Verletzte und Getötete,2014,08,13.0
406,Alkoholunfälle,Verletzte und Getötete,2014,05,19.0
411,Alkoholunfälle,Verletzte und Getötete,2014,10,21.0
1595,Verkehrsunfälle,mit Personenschäden,2014,02,309.0
1594,Verkehrsunfälle,mit Personenschäden,2014,01,324.0
1903,Verkehrsunfälle,Verletzte und Getötete,2014,12,413.0
1902,Verkehrsunfälle,Verletzte und Getötete,2014,11,464.0
410,Alkoholunfälle,Verletzte und Getötete,2014,09,18.0
1900,Verkehrsunfälle,Verletzte und Getötete,2014,09,620.0
1899,Verkehrsunfälle,Verletzte und Getötete,2014,08,517.0
1898,Verkehrsunfälle,Verletzte und Getötete,2014,07,783.0
1901,Verkehrsunfälle,Verletzte und Getötete,2014,10,652.0
1896,Verkehrsunfälle,Verletzte und Getötete,2014,05,671.0
412,Alkoholunfälle,Verletzte und Getötete,2014,11,14.0
1897,Verkehrsunfälle,Verletzte und Getötete,2014,06,656.0
1892,Verkehrsunfälle,Verletzte und Getötete,2014,01,412.0
413,Alkoholunfälle,Verletzte und Getötete,2014,12,3.0
1894,Verkehrsunfälle,Verletzte und Getötete,2014,03,559.0
1895,Verkehrsunfälle,Verletzte und Getötete,2014,04,549.0
1893,Verkehrsunfälle,Verletzte und Getötete,2014,02,372.0
1007,Fluchtunfälle,Verletzte und Getötete,2014,10,55.0
1581,Verkehrsunfälle,mit Personenschäden,2015,01,263.0
1591,Verkehrsunfälle,mit Personenschäden,2015,11,430.0
1592,Verkehrsunfälle,mit Personenschäden,2015,12,384.0
1590,Verkehrsunfälle,mit Personenschäden,2015,10,475.0
1589,Verkehrsunfälle,mit Personenschäden,2015,09,509.0
1588,Verkehrsunfälle,mit Personenschäden,2015,08,481.0
1587,Verkehrsunfälle,mit Personenschäden,2015,07,708.0
1586,Verkehrsunfälle,mit Personenschäden,2015,06,560.0
1585,Verkehrsunfälle,mit Personenschäden,2015,05,487.0
1584,Verkehrsunfälle,mit Personenschäden,2015,04,495.0
1582,Verkehrsunfälle,mit Personenschäden,2015,02,262.0
1881,Verkehrsunfälle,Verletzte und Getötete,2015,03,471.0
91,Alkoholunfälle,insgesamt,2015,01,22.0
392,Alkoholunfälle,Verletzte und Getötete,2015,04,23.0
391,Alkoholunfälle,Verletzte und Getötete,2015,03,9.0
390,Alkoholunfälle,Verletzte und Getötete,2015,02,3.0
389,Alkoholunfälle,Verletzte und Getötete,2015,01,21.0
1879,Verkehrsunfälle,Verletzte und Getötete,2015,01,334.0
393,Alkoholunfälle,Verletzte und Getötete,2015,05,30.0
1890,Verkehrsunfälle,Verletzte und Getötete,2015,12,479.0
1888,Verkehrsunfälle,Verletzte und Getötete,2015,10,569.0
1887,Verkehrsunfälle,Verletzte und Getötete,2015,09,614.0
1886,Verkehrsunfälle,Verletzte und Getötete,2015,08,546.0
1885,Verkehrsunfälle,Verletzte und Getötete,2015,07,809.0
1884,Verkehrsunfälle,Verletzte und Getötete,2015,06,673.0
1883,Verkehrsunfälle,Verletzte und Getötete,2015,05,604.0
1882,Verkehrsunfälle,Verletzte und Getötete,2015,04,598.0
1889,Verkehrsunfälle,Verletzte und Getötete,2015,11,506.0
394,Alkoholunfälle,Verletzte und Getötete,2015,06,19.0
396,Alkoholunfälle,Verletzte und Getötete,2015,08,29.0
92,Alkoholunfälle,insgesamt,2015,02,23.0
93,Alkoholunfälle,insgesamt,2015,03,23.0
94,Alkoholunfälle,insgesamt,2015,04,29.0
95,Alkoholunfälle,insgesamt,2015,05,50.0
96,Alkoholunfälle,insgesamt,2015,06,39.0
97,Alkoholunfälle,insgesamt,2015,07,49.0
98,Alkoholunfälle,insgesamt,2015,08,49.0
395,Alkoholunfälle,Verletzte und Getötete,2015,07,37.0
99,Alkoholunfälle,insgesamt,2015,09,45.0
101,Alkoholunfälle,insgesamt,2015,11,30.0
102,Alkoholunfälle,insgesamt,2015,12,27.0
1880,Verkehrsunfälle,Verletzte und Getötete,2015,02,321.0
400,Alkoholunfälle,Verletzte und Getötete,2015,12,6.0
399,Alkoholunfälle,Verletzte und Getötete,2015,11,11.0
398,Alkoholunfälle,Verletzte und Getötete,2015,10,12.0
397,Alkoholunfälle,Verletzte und Getötete,2015,09,25.0
100,Alkoholunfälle,insgesamt,2015,10,25.0
1583,Verkehrsunfälle,mit Personenschäden,2015,03,376.0
1294,Verkehrsunfälle,insgesamt,2015,12,3862.0
698,Fluchtunfälle,insgesamt,2015,12,950.0
697,Fluchtunfälle,insgesamt,2015,11,991.0
696,Fluchtunfälle,insgesamt,2015,10,1110.0
695,Fluchtunfälle,insgesamt,2015,09,1007.0
694,Fluchtunfälle,insgesamt,2015,08,864.0
693,Fluchtunfälle,insgesamt,2015,07,1176.0
692,Fluchtunfälle,insgesamt,2015,06,952.0
691,Fluchtunfälle,insgesamt,2015,05,940.0
690,Fluchtunfälle,insgesamt,2015,04,966.0
993,Fluchtunfälle,Verletzte und Getötete,2015,09,49.0
689,Fluchtunfälle,insgesamt,2015,03,908.0
687,Fluchtunfälle,insgesamt,2015,01,781.0
985,Fluchtunfälle,Verletzte und Getötete,2015,01,19.0
986,Fluchtunfälle,Verletzte und Getötete,2015,02,18.0
987,Fluchtunfälle,Verletzte und Getötete,2015,03,49.0
988,Fluchtunfälle,Verletzte und Getötete,2015,04,45.0
989,Fluchtunfälle,Verletzte und Getötete,2015,05,41.0
990,Fluchtunfälle,Verletzte und Getötete,2015,06,54.0
991,Fluchtunfälle,Verletzte und Getötete,2015,07,65.0
992,Fluchtunfälle,Verletzte und Getötete,2015,08,36.0
688,Fluchtunfälle,insgesamt,2015,02,713.0
1292,Verkehrsunfälle,insgesamt,2015,10,4467.0
1293,Verkehrsunfälle,insgesamt,2015,11,3992.0
1290,Verkehrsunfälle,insgesamt,2015,08,3431.0
996,Fluchtunfälle,Verletzte und Getötete,2015,12,38.0
995,Fluchtunfälle,Verletzte und Getötete,2015,11,43.0
1291,Verkehrsunfälle,insgesamt,2015,09,4015.0
1283,Verkehrsunfälle,insgesamt,2015,01,3326.0
994,Fluchtunfälle,Verletzte und Getötete,2015,10,52.0
1285,Verkehrsunfälle,insgesamt,2015,03,3888.0
1286,Verkehrsunfälle,insgesamt,2015,04,4022.0
1289,Verkehrsunfälle,insgesamt,2015,07,4729.0
1288,Verkehrsunfälle,insgesamt,2015,06,3898.0
1287,Verkehrsunfälle,insgesamt,2015,05,3915.0
1284,Verkehrsunfälle,insgesamt,2015,02,3090.0
88,Alkoholunfälle,insgesamt,2016,11,20.0
89,Alkoholunfälle,insgesamt,2016,12,20.0
1281,Verkehrsunfälle,insgesamt,2016,12,3700.0
972,Fluchtunfälle,Verletzte und Getötete,2016,01,31.0
973,Fluchtunfälle,Verletzte und Getötete,2016,02,24.0
983,Fluchtunfälle,Verletzte und Getötete,2016,12,35.0
982,Fluchtunfälle,Verletzte und Getötete,2016,11,32.0
981,Fluchtunfälle,Verletzte und Getötete,2016,10,44.0
976,Fluchtunfälle,Verletzte und Getötete,2016,05,44.0
977,Fluchtunfälle,Verletzte und Getötete,2016,06,54.0
978,Fluchtunfälle,Verletzte und Getötete,2016,07,61.0
979,Fluchtunfälle,Verletzte und Getötete,2016,08,70.0
980,Fluchtunfälle,Verletzte und Getötete,2016,09,70.0
974,Fluchtunfälle,Verletzte und Getötete,2016,03,41.0
975,Fluchtunfälle,Verletzte und Getötete,2016,04,42.0
674,Fluchtunfälle,insgesamt,2016,01,777.0
